"Electricity Read Date","Electricity Consumption","Electricity Consumption Estimated","Gas Consumption","Gas Consumption Estimated"
"26-11-2018 00:00:00",0.04,N,0.00,N
"26-11-2018 00:30:00",0.03,N,0.00,N
"26-11-2018 01:00:00",0.04,N,0.00,N
"26-11-2018 01:30:00",0.04,N,0.00,N
"26-11-2018 02:00:00",0.02,N,0.00,N
"26-11-2018 02:30:00",0.03,N,0.00,N
"26-11-2018 03:00:00",0.09,N,0.00,N
"26-11-2018 03:30:00",0.04,N,0.00,N
"26-11-2018 04:00:00",0.04,N,0.00,N
"26-11-2018 04:30:00",0.01,N,0.00,N
"26-11-2018 05:00:00",0.04,N,0.00,N
"26-11-2018 05:30:00",0.04,N,0.00,N
"26-11-2018 06:00:00",0.02,N,0.00,N
"26-11-2018 06:30:00",0.04,N,0.00,N
"26-11-2018 07:00:00",0.05,N,1.84,N
"26-11-2018 07:30:00",0.08,N,4.93,N
"26-11-2018 08:00:00",0.08,N,5.16,N
"26-11-2018 08:30:00",0.10,N,1.86,N
"26-11-2018 09:00:00",0.09,N,2.81,N
"26-11-2018 09:30:00",0.02,N,0.00,N
"26-11-2018 10:00:00",0.05,N,0.00,N
"26-11-2018 10:30:00",0.02,N,0.00,N
"26-11-2018 11:00:00",0.06,N,1.09,N
"26-11-2018 11:30:00",0.02,N,0.00,N
"26-11-2018 12:00:00",0.05,N,0.00,N
"26-11-2018 12:30:00",0.03,N,0.00,N
"26-11-2018 13:00:00",0.11,N,0.00,N
"26-11-2018 13:30:00",0.12,N,0.98,N
"26-11-2018 14:00:00",0.16,N,5.03,N
"26-11-2018 14:30:00",0.74,N,3.77,N
"26-11-2018 15:00:00",0.84,N,2.91,N
"26-11-2018 15:30:00",0.30,N,1.47,N
"26-11-2018 16:00:00",0.12,N,0.00,N
"26-11-2018 16:30:00",0.06,N,0.00,N
"26-11-2018 17:00:00",0.08,N,0.00,N
"26-11-2018 17:30:00",0.13,N,2.47,N
"26-11-2018 18:00:00",1.05,N,1.27,N
"26-11-2018 18:30:00",0.28,N,2.67,N
"26-11-2018 19:00:00",0.17,N,2.30,N
"26-11-2018 19:30:00",0.75,N,1.69,N
"26-11-2018 20:00:00",0.31,N,4.05,N
"26-11-2018 20:30:00",0.18,N,2.28,N
"26-11-2018 21:00:00",0.12,N,2.93,N
"26-11-2018 21:30:00",0.10,N,2.14,N
"26-11-2018 22:00:00",0.53,N,2.66,N
"26-11-2018 22:30:00",0.14,N,2.78,N
"26-11-2018 23:00:00",0.32,N,3.59,N
"26-11-2018 23:30:00",0.09,N,1.85,N
